,labels,scores,hw1_rules_1_Rule_N_v1,hw1_rules_Verification,hw1_rules_2_Rule_N_v1,hw1_rules_1_Rule_N,hw1_rules_2_Rule_N
hw1_design_(1394),0,-0.20962483000000004,1,1,1,1,1
hw1_design_(1394)_v1,0,-0.20962483000000004,1,1,1,1,1
hw1_design_(2240),0,-0.20322016000000004,1,1,1,1,1
hw1_design_(2240)_v1,0,-0.20322016000000004,1,1,1,1,1
hw1_design_(1989)_v1,0,-0.20163124999999998,1,1,1,1,1
hw1_design_(1989),0,-0.20163124999999998,1,1,1,1,1
hw1_design_(2070)_v1,0,-0.20075672999999997,1,1,1,1,1
hw1_design_(2070),0,-0.20075672999999997,1,1,1,1,1
hw1_design_(534),0,-0.20032703999999996,1,1,1,1,1
hw1_design_(534),0,-0.20032703999999996,1,1,1,1,1
hw1_design_(651),0,-0.19894462999999998,1,1,1,1,1
hw1_design_(651),0,-0.19894462999999998,1,1,1,1,1
hw1_design_(593),0,-0.19826555,1,1,1,1,1
hw1_design_(593),0,-0.19826555,1,1,1,1,1
hw1_design_(2256),0,-0.19739964999999998,1,1,1,1,1
hw1_design_(2256)_v1,0,-0.19739964999999998,1,1,1,1,1
hw1_design_(2075)_v1,0,-0.19446114,1,1,1,1,1
hw1_design_(2075),0,-0.19446114,1,1,1,1,1
hw1_design_(1897)_v1,0,-0.19117445,1,1,1,1,1
hw1_design_(1897),0,-0.19117445,1,1,1,1,1
hw1_design_(1766),0,-0.19108938999999997,1,1,1,1,1
hw1_design_(1766)_v1,0,-0.19108938999999997,1,1,1,1,1
hw1_design_(2417),0,-0.18965676000000004,1,1,1,1,1
hw1_design_(2417)_v1,0,-0.18965676000000004,1,1,1,1,1
hw1_design_(1711),0,-0.18831247000000004,1,1,1,1,1
hw1_design_(1711)_v1,0,-0.18831247000000004,1,1,1,1,1
hw1_design_(1657),0,-0.18550283,1,1,1,1,1
hw1_design_(1657)_v1,0,-0.18550283,1,1,1,1,1
hw1_design_(2243),0,-0.18351980999999998,1,1,1,1,1
hw1_design_(2243)_v1,0,-0.18351980999999998,1,1,1,1,1
hw1_design_(2565),0,-0.18250298999999998,1,1,1,1,1
hw1_design_(2565)_v1,0,-0.18250298999999998,1,1,1,1,1
hw1_design_(1662),0,-0.18223125000000004,1,1,1,1,1
hw1_design_(1662)_v1,0,-0.18223125000000004,1,1,1,1,1
hw1_design_(1815)_v1,0,-0.18129608000000003,1,1,1,1,1
hw1_design_(1815),0,-0.18129608000000003,1,1,1,1,1
hw1_design_(1749)_v1,0,-0.17114341,1,1,1,1,1
hw1_design_(1749),0,-0.17114341,1,1,1,1,1
hw1_design_(1797),0,-0.1658104,1,1,1,1,1
hw1_design_(1797)_v1,0,-0.1658104,1,1,1,1,1
hw1_design_(1651)_v1,0,-0.16073376000000003,1,1,1,1,1
hw1_design_(1651),0,-0.16073376000000003,1,1,1,1,1
hw1_design_(1614),0,-0.15857059000000004,1,1,1,1,1
hw1_design_(1614)_v1,0,-0.15857059000000004,1,1,1,1,1
hw1_design_(2234)_v1,0,-0.15427798,1,1,1,1,1
hw1_design_(2234),0,-0.15427798,1,1,1,1,1
hw1_design_(1813),0,-0.15084997,1,1,1,1,1
hw1_design_(1813)_v1,0,-0.15084997,1,1,1,1,1
hw1_design_(1623)_v1,0,-0.14973944000000003,1,1,1,1,1
hw1_design_(1623),0,-0.14973944000000003,1,1,1,1,1
hw1_design_(2382)_v1,0,-0.14908665,1,1,1,1,1
hw1_design_(2382),0,-0.14908665,1,1,1,1,1
hw1_design_(2233)_v1,0,-0.14906189,1,1,1,1,1
hw1_design_(2233),0,-0.14906189,1,1,1,1,1
hw1_design_(2317)_v1,0,-0.14835325,1,1,1,1,1
hw1_design_(2317),0,-0.14835325,1,1,1,1,1
hw1_design_(1523),0,-0.14821675,1,1,1,1,1
hw1_design_(1523)_v1,0,-0.14821675,1,1,1,1,1
hw1_design_(1308)_v1,0,-0.14803904,1,1,1,1,1
hw1_design_(1308),0,-0.14803904,1,1,1,1,1
hw1_design_(2238),0,-0.14739117,1,1,1,1,1
hw1_design_(2238)_v1,0,-0.14739117,1,1,1,1,1
hw1_design_(1719)_v1,0,-0.14372570000000004,1,1,1,1,1
hw1_design_(1719),0,-0.14372570000000004,1,1,1,1,1
hw1_design_(1806)_v1,0,-0.14243588,1,1,1,1,1
hw1_design_(1806),0,-0.14243588,1,1,1,1,1
hw1_design_(2380),0,-0.13501066000000003,1,1,1,1,1
hw1_design_(2380)_v1,0,-0.13501066000000003,1,1,1,1,1
hw1_design_(1894)_v1,0,-0.13316116,1,1,1,1,1
hw1_design_(1894),0,-0.13316116,1,1,1,1,1
hw1_design_(2060),0,-0.12652003999999997,1,1,1,1,1
hw1_design_(2060)_v1,0,-0.12652003999999997,1,1,1,1,1
hw1_design_(1923)_v1,0,-0.12560114,1,1,1,1,1
hw1_design_(1923),0,-0.12560114,1,1,1,1,1
hw1_design_(2356),0,-0.12390237000000001,1,1,1,1,1
hw1_design_(2356)_v1,0,-0.12390237000000001,1,1,1,1,1
hw1_design_(1898),0,-0.11659556000000001,1,1,1,1,1
hw1_design_(1898)_v1,0,-0.11659556000000001,1,1,1,1,1
hw1_design_(1895)_v1,0,-0.11588794999999999,1,1,1,1,1
hw1_design_(1895),0,-0.11588794999999999,1,1,1,1,1
hw1_design_(2568)_v1,0,-0.11574099000000002,1,1,1,1,1
hw1_design_(2568),0,-0.11574099000000002,1,1,1,1,1
hw1_design_(2553),0,-0.11492294999999998,1,1,1,1,1
hw1_design_(2553)_v1,0,-0.11492294999999998,1,1,1,1,1
hw1_design_(1993),0,-0.10004241000000001,1,1,1,1,1
hw1_design_(1993)_v1,0,-0.10004241000000001,1,1,1,1,1
hw1_design_(1721),0,-0.09887869000000002,1,1,1,1,1
hw1_design_(1721)_v1,0,-0.09887869000000002,1,1,1,1,1
hw1_design_(1809),0,-0.09056101,1,1,1,1,1
hw1_design_(1809)_v1,0,-0.09056101,1,1,1,1,1
hw1_design_(2489)_v1,0,-0.08754253,1,1,1,1,1
hw1_design_(2489),0,-0.08754253,1,1,1,1,1
hw1_design_(2371)_v1,0,-0.08723358000000002,1,1,1,1,1
hw1_design_(2371),0,-0.08723358000000002,1,1,1,1,1
hw1_design_(2254)_v1,0,-0.08663758,1,1,1,1,1
hw1_design_(2254),0,-0.08663758,1,1,1,1,1
hw1_design_(1915)_v1,0,-0.08477234,1,1,1,1,1
hw1_design_(1915),0,-0.08477234,1,1,1,1,1
hw1_design_(1891),0,-0.079368,1,1,1,1,1
hw1_design_(1891)_v1,0,-0.079368,1,1,1,1,1
hw1_design_(1990),0,-0.078753866,1,1,1,1,1
hw1_design_(1990)_v1,0,-0.078753866,1,1,1,1,1
hw1_design_(2057)_v1,1,-0.07538328,1,1,1,1,1
hw1_design_(2057),1,-0.07538328,1,1,1,1,1
hw1_design_(2077),1,-0.06857591,1,1,1,1,1
hw1_design_(2077)_v1,1,-0.06857591,1,1,1,1,1
hw1_design_(1713)_v1,1,-0.061492078,1,1,1,1,1
hw1_design_(1713),1,-0.061492078,1,1,1,1,1
hw1_design_(2358)_v1,1,-0.06110153299999999,1,1,1,1,1
hw1_design_(2358),1,-0.06110153299999999,1,1,1,1,1
hw1_design_(1716),1,-0.059901007,1,1,1,1,1
hw1_design_(1716)_v1,1,-0.059901007,1,1,1,1,1
hw1_design_(1604)_v1,1,-0.058805324,1,1,1,1,1
hw1_design_(1604),1,-0.058805324,1,1,1,1,1
hw1_design_(1988),1,-0.05860041999999999,1,1,1,1,1
hw1_design_(1988)_v1,1,-0.05860041999999999,1,1,1,1,1
hw1_design_(1892)_v1,1,-0.053210072,1,1,1,1,1
hw1_design_(1892),1,-0.053210072,1,1,1,1,1
hw1_design_(2253),1,-0.052922584,1,1,1,1,1
hw1_design_(2253)_v1,1,-0.052922584,1,1,1,1,1
hw1_design_(1098)_v1,1,-0.050008573,1,1,1,1,1
hw1_design_(1098),1,-0.050008573,1,1,1,1,1
hw1_design_(1814),1,-0.04916932400000001,1,1,1,1,1
hw1_design_(1814)_v1,1,-0.04916932400000001,1,1,1,1,1
hw1_design_(2225),1,-0.04895527,1,1,1,1,1
hw1_design_(2225)_v1,1,-0.04895527,1,1,1,1,1
hw1_design_(2041),1,-0.046901754999999996,1,1,1,1,1
hw1_design_(2041)_v1,1,-0.046901754999999996,1,1,1,1,1
hw1_design_(1666),1,-0.04613147,1,1,1,1,1
hw1_design_(1666)_v1,1,-0.04613147,1,1,1,1,1
hw1_design_(2377),1,-0.044724694999999995,1,1,1,1,1
hw1_design_(2377)_v1,1,-0.044724694999999995,1,1,1,1,1
hw1_design_(1731)_v1,1,-0.03376031699999999,1,1,1,1,1
hw1_design_(1731),1,-0.03376031699999999,1,1,1,1,1
hw1_design_(1682)_v1,1,-0.027310125999999997,1,1,1,1,1
hw1_design_(1682),1,-0.027310125999999997,1,1,1,1,1
hw1_design_(2237),1,-0.026886232000000003,1,1,1,1,1
hw1_design_(2237)_v1,1,-0.026886232000000003,1,1,1,1,1
hw1_design_(1762),1,-0.020148098,1,1,1,1,1
hw1_design_(1762)_v1,1,-0.020148098,1,1,1,1,1
hw1_design_(1804)_v1,1,-0.01817415,1,1,1,1,1
hw1_design_(1804),1,-0.01817415,1,1,1,1,1
hw1_design_(1829),1,-0.016572893,1,1,1,1,1
hw1_design_(1829)_v1,1,-0.016572893,1,1,1,1,1
hw1_design_(2572)_v1,1,-0.016455694999999996,1,1,1,1,1
hw1_design_(2572),1,-0.016455694999999996,1,1,1,1,1
hw1_design_(1307)_v1,1,-0.006386100999999999,1,1,1,1,1
hw1_design_(1307),1,-0.006386100999999999,1,1,1,1,1
hw1_design_(1652)_v1,1,-0.004309692,1,1,1,1,1
hw1_design_(1652),1,-0.004309692,1,1,1,1,1
hw1_design_(2035),1,-0.00411763,1,1,1,1,1
hw1_design_(2035)_v1,1,-0.00411763,1,1,1,1,1
hw1_design_(1660)_v1,1,0.003158905,1,1,1,1,1
hw1_design_(1660),1,0.003158905,1,1,1,1,1
hw1_design_(2078)_v1,1,0.006234609000000001,1,1,1,1,1
hw1_design_(2078),1,0.006234609000000001,1,1,1,1,1
hw1_design_(1837),1,0.008078359,1,1,1,1,1
hw1_design_(1837)_v1,1,0.008078359,1,1,1,1,1
hw1_design_(1924)_v1,1,0.009944155999999997,1,1,1,1,1
hw1_design_(1924),1,0.009944155999999997,1,1,1,1,1
hw1_design_(2353)_v1,1,0.014770149999999998,1,1,1,1,1
hw1_design_(2353),1,0.014770149999999998,1,1,1,1,1
hw1_design_(1838)_v1,1,0.015640594000000004,1,1,1,1,1
hw1_design_(1838),1,0.015640594000000004,1,1,1,1,1
hw1_design_(2063),1,0.022434979999999997,1,1,1,1,1
hw1_design_(2063)_v1,1,0.022434979999999997,1,1,1,1,1
hw1_design_(2042),1,0.022596820999999996,1,1,1,1,1
hw1_design_(2042)_v1,1,0.022596820999999996,1,1,1,1,1
hw1_design_(1729),1,0.025117777000000004,1,1,1,1,1
hw1_design_(1729)_v1,1,0.025117777000000004,1,1,1,1,1
hw1_design_(1624)_v1,1,0.027798243,1,1,1,1,1
hw1_design_(1624),1,0.027798243,1,1,1,1,1
hw1_design_(2379),1,0.02815967,1,1,1,1,1
hw1_design_(2379)_v1,1,0.02815967,1,1,1,1,1
hw1_design_(2073),1,0.030631046999999998,1,1,1,1,1
hw1_design_(2073)_v1,1,0.030631046999999998,1,1,1,1,1
hw1_design_(2088)_v1,1,0.03184642599999999,1,1,1,1,1
hw1_design_(2088),1,0.03184642599999999,1,1,1,1,1
hw1_design_(1916)_v1,1,0.03609771,1,1,1,1,1
hw1_design_(1916),1,0.03609771,1,1,1,1,1
hw1_design_(2383),1,0.03816249,1,1,1,1,1
hw1_design_(2383)_v1,1,0.03816249,1,1,1,1,1
hw1_design_(2055)_v1,1,0.038440317,1,1,1,1,1
hw1_design_(2055),1,0.038440317,1,1,1,1,1
hw1_design_(1987),1,0.044523521999999996,1,1,1,1,1
hw1_design_(1987)_v1,1,0.044523521999999996,1,1,1,1,1
hw1_design_(1919),1,0.04965585,1,1,1,1,1
hw1_design_(1919)_v1,1,0.04965585,1,1,1,1,1
hw1_design_(2058),1,0.05879410400000001,1,1,1,1,1
hw1_design_(2058)_v1,1,0.05879410400000001,1,1,1,1,1
hw1_design_(2355)_v1,1,0.06007681799999999,1,1,1,1,1
hw1_design_(2355),1,0.06007681799999999,1,1,1,1,1
hw1_design_(1818)_v1,1,0.06168533999999999,1,1,1,1,1
hw1_design_(1818),1,0.06168533999999999,1,1,1,1,1
hw1_design_(2054)_v1,1,0.071279734,1,1,1,1,1
hw1_design_(2054),1,0.071279734,1,1,1,1,1
hw1_design_(2037)_v1,1,0.07390756,1,1,1,1,1
hw1_design_(2037),1,0.07390756,1,1,1,1,1
hw1_design_(2501),1,0.08181307,1,1,1,1,1
hw1_design_(2501)_v1,1,0.08181307,1,1,1,1,1
hw1_design_(1395)_v1,1,0.08342925,1,1,1,1,1
hw1_design_(1395),1,0.08342925,1,1,1,1,1
hw1_design_(1893),1,0.08481236999999998,1,1,1,1,1
hw1_design_(1893)_v1,1,0.08481236999999998,1,1,1,1,1
hw1_design_(2214)_v1,1,0.0873466,1,1,1,1,1
hw1_design_(2214),1,0.0873466,1,1,1,1,1
hw1_design_(2119),1,0.09040722,1,1,1,1,1
hw1_design_(2119)_v1,1,0.09040722,1,1,1,1,1
hw1_design_(2114)_v1,1,0.09164518,1,1,1,1,1
hw1_design_(2114),1,0.09164518,1,1,1,1,1
hw1_design_(1796)_v1,1,0.10269386999999999,1,1,1,1,1
hw1_design_(1796),1,0.10269386999999999,1,1,1,1,1
hw1_design_(2047)_v1,1,0.104847044,1,1,1,1,1
hw1_design_(2047),1,0.104847044,1,1,1,1,1
hw1_design_(1879),1,0.10738201000000001,1,1,1,1,1
hw1_design_(1879)_v1,1,0.10738201000000001,1,1,1,1,1
hw1_design_(2036)_v1,1,0.11154766400000002,1,1,1,1,1
hw1_design_(2036),1,0.11154766400000002,1,1,1,1,1
hw1_design_(1926),1,0.11209757,1,1,1,1,1
hw1_design_(1926)_v1,1,0.11209757,1,1,1,1,1
hw1_design_(1730),1,0.11291779599999999,1,1,1,1,1
hw1_design_(1730)_v1,1,0.11291779599999999,1,1,1,1,1
hw1_design_(1841)_v1,1,0.11925880599999997,1,1,1,1,1
hw1_design_(1841),1,0.11925880599999997,1,1,1,1,1
hw1_design_(1925),1,0.11953610999999999,1,1,1,1,1
hw1_design_(1925)_v1,1,0.11953610999999999,1,1,1,1,1
hw1_design_(1839)_v1,1,0.120120734,1,1,1,1,1
hw1_design_(1839),1,0.120120734,1,1,1,1,1
hw1_design_(2524),1,0.12080657500000001,1,1,1,1,1
hw1_design_(2524)_v1,1,0.12080657500000001,1,1,1,1,1
hw1_design_(2191)_v1,1,0.121620364,1,1,1,1,1
hw1_design_(2191),1,0.121620364,1,1,1,1,1
hw1_design_(2251)_v1,1,0.12900656,1,1,1,1,1
hw1_design_(2251),1,0.12900656,1,1,1,1,1
hw1_design_(2235)_v1,1,0.13232687,1,1,1,1,1
hw1_design_(2235),1,0.13232687,1,1,1,1,1
hw1_design_(1802)_v1,1,0.13296135,1,1,1,1,1
hw1_design_(1802),1,0.13296135,1,1,1,1,1
hw1_design_(1869),1,0.13397229,1,1,1,1,1
hw1_design_(1869)_v1,1,0.13397229,1,1,1,1,1
hw1_design_(1658)_v1,1,0.13696846,1,1,1,1,1
hw1_design_(1658),1,0.13696846,1,1,1,1,1
hw1_design_(2475)_v1,1,0.143601,1,1,1,1,1
hw1_design_(2475),1,0.143601,1,1,1,1,1
hw1_design_(1517),1,0.14442888,1,1,1,1,1
hw1_design_(1517)_v1,1,0.14442888,1,1,1,1,1
hw1_design_(2236),1,0.14570624,1,1,1,1,1
hw1_design_(2236)_v1,1,0.14570624,1,1,1,1,1
hw1_design_(1812)_v1,1,0.14575016,1,1,1,1,1
hw1_design_(1812),1,0.14575016,1,1,1,1,1
hw1_design_(2143),1,0.15082976,1,1,1,1,1
hw1_design_(2143)_v1,1,0.15082976,1,1,1,1,1
hw1_design_(3977),1,0.15907174,1,1,1,1,1
hw1_design_(3977)_v1,1,0.15907174,1,1,1,1,1
hw1_design_(2275),1,0.16085331,1,1,1,1,1
hw1_design_(2275)_v1,1,0.16085331,1,1,1,1,1
hw1_design_(2123)_v1,1,0.16510475,1,1,1,1,1
hw1_design_(2123),1,0.16510475,1,1,1,1,1
hw1_design_(1622),1,0.1715588,1,1,1,1,1
hw1_design_(1622)_v1,1,0.1715588,1,1,1,1,1
hw1_design_(1683)_v1,1,0.17181814000000004,1,1,1,1,1
hw1_design_(1683),1,0.17181814000000004,1,1,1,1,1
hw1_design_(2071)_v1,1,0.17197325999999996,1,1,1,1,1
hw1_design_(2071),1,0.17197325999999996,1,1,1,1,1
hw1_design_(2121)_v1,1,0.17359892,1,1,1,1,1
hw1_design_(2121),1,0.17359892,1,1,1,1,1
hw1_design_(2168),1,0.17446357,1,1,1,1,1
hw1_design_(2168)_v1,1,0.17446357,1,1,1,1,1
hw1_design_(2552)_v1,1,0.17644920999999997,1,1,1,1,1
hw1_design_(2552),1,0.17644920999999997,1,1,1,1,1
hw1_design_(1598),1,0.17987832,1,1,1,1,1
hw1_design_(1598)_v1,1,0.17987832,1,1,1,1,1
hw1_design_(3967)_v1,1,0.18206784,1,1,1,1,1
hw1_design_(3967),1,0.18206784,1,1,1,1,1
hw1_design_(1922)_v1,1,0.18399075,1,1,1,1,1
hw1_design_(1922),1,0.18399075,1,1,1,1,1
hw1_design_(2101),1,0.18440747,1,1,1,1,1
hw1_design_(2101)_v1,1,0.18440747,1,1,1,1,1
hw1_design_(2061),1,0.18972972,1,1,1,1,1
hw1_design_(2061)_v1,1,0.18972972,1,1,1,1,1
hw1_design_(1920),1,0.19441584999999997,1,1,1,1,1
hw1_design_(1920)_v1,1,0.19441584999999997,1,1,1,1,1
hw1_design_(2115)_v1,1,0.19528576999999997,1,1,1,1,1
hw1_design_(2115),1,0.19528576999999997,1,1,1,1,1
hw1_design_(2194)_v1,1,0.19696847000000003,1,1,1,1,1
hw1_design_(2194),1,0.19696847000000003,1,1,1,1,1
hw1_design_(2192),1,0.20299059,1,1,1,1,1
hw1_design_(2192)_v1,1,0.20299059,1,1,1,1,1
hw1_design_(2046),1,0.20312148000000002,1,1,1,1,1
hw1_design_(2046)_v1,1,0.20312148000000002,1,1,1,1,1
hw1_design_(1663)_v1,1,0.20314765999999998,1,1,1,1,1
hw1_design_(1663),1,0.20314765999999998,1,1,1,1,1
hw1_design_(2347)_v1,1,0.20532792999999996,1,1,1,1,1
hw1_design_(2347),1,0.20532792999999996,1,1,1,1,1
hw1_design_(2313),1,0.2111665,1,1,1,1,1
hw1_design_(2313)_v1,1,0.2111665,1,1,1,1,1
hw1_design_(1590)_v1,1,0.22738766999999996,1,1,1,1,1
hw1_design_(1590),1,0.22738766999999996,1,1,1,1,1
hw1_design_(2476)_v1,1,0.22966358,1,1,1,1,1
hw1_design_(2476),1,0.22966358,1,1,1,1,1
hw1_design_(189),1,0.23240986,1,1,1,1,1
hw1_design_(189),1,0.23240986,1,1,1,1,1
hw1_design_(2038)_v1,1,0.23472494,1,1,1,1,1
hw1_design_(2038),1,0.23472494,1,1,1,1,1
hw1_design_(1947)_v1,1,0.23505807,1,1,1,1,1
hw1_design_(1947),1,0.23505807,1,1,1,1,1
hw1_design_(1996)_v1,1,0.23675671000000004,1,1,1,1,1
hw1_design_(1996),1,0.23675671000000004,1,1,1,1,1
hw1_design_(1732)_v1,1,0.23709636999999997,1,1,1,1,1
hw1_design_(1732),1,0.23709636999999997,1,1,1,1,1
hw1_design_(2354)_v1,1,0.23849640000000003,1,1,1,1,1
hw1_design_(2354),1,0.23849640000000003,1,1,1,1,1
hw1_design_(2072),1,0.24150607,1,1,1,1,1
hw1_design_(2072)_v1,1,0.24150607,1,1,1,1,1
hw1_design_(2045)_v1,1,0.24323165,1,1,1,1,1
hw1_design_(2045),1,0.24323165,1,1,1,1,1
hw1_design_(2144)_v1,1,0.24346738999999998,1,1,1,1,1
hw1_design_(2144),1,0.24346738999999998,1,1,1,1,1
hw1_design_(1750),1,0.24425086,1,1,1,1,1
hw1_design_(1750)_v1,1,0.24425086,1,1,1,1,1
hw1_design_(2257),1,0.24541524,1,1,1,1,1
hw1_design_(2257)_v1,1,0.24541524,1,1,1,1,1
hw1_design_(2207),1,0.24546146,1,1,1,1,1
hw1_design_(2207)_v1,1,0.24546146,1,1,1,1,1
hw1_design_(2169),1,0.24808133,1,1,1,1,1
hw1_design_(2169)_v1,1,0.24808133,1,1,1,1,1
hw1_design_(2252),1,0.25242576,1,1,1,1,1
hw1_design_(2252)_v1,1,0.25242576,1,1,1,1,1
hw1_design_(2085)_v1,1,0.25398138,1,1,1,1,1
hw1_design_(2085),1,0.25398138,1,1,1,1,1
hw1_design_(2003)_v1,1,0.25609219999999994,1,1,1,1,1
hw1_design_(2003),1,0.25609219999999994,1,1,1,1,1
hw1_design_(1733)_v1,1,0.257609,1,1,1,1,1
hw1_design_(1733),1,0.257609,1,1,1,1,1
hw1_design_(2117)_v1,1,0.26414508,1,1,1,1,1
hw1_design_(2117),1,0.26414508,1,1,1,1,1
hw1_design_(2040),1,0.27042344,1,1,1,1,1
hw1_design_(2040)_v1,1,0.27042344,1,1,1,1,1
hw1_design_(2574)_v1,1,0.27382106,1,1,1,1,1
hw1_design_(2574),1,0.27382106,1,1,1,1,1
hw1_design_(2171),1,0.2764922,1,1,1,1,1
hw1_design_(2171)_v1,1,0.2764922,1,1,1,1,1
hw1_design_(2515)_v1,1,0.28039909999999996,1,1,1,1,1
hw1_design_(2515),1,0.28039909999999996,1,1,1,1,1
hw1_design_(2497),1,0.28179943999999996,1,1,1,1,1
hw1_design_(2497)_v1,1,0.28179943999999996,1,1,1,1,1
hw1_design_(2048),1,0.28293845,1,1,1,1,1
hw1_design_(2048)_v1,1,0.28293845,1,1,1,1,1
hw1_design_(2118)_v1,1,0.28789936999999993,1,1,1,1,1
hw1_design_(2118),1,0.28789936999999993,1,1,1,1,1
hw1_design_(2418)_v1,1,0.28872353,1,1,1,1,1
hw1_design_(2418),1,0.28872353,1,1,1,1,1
hw1_design_(2277)_v1,1,0.2923217,1,1,1,1,1
hw1_design_(2277),1,0.2923217,1,1,1,1,1
hw1_design_(2245)_v1,1,0.30037987,1,1,1,1,1
hw1_design_(2245),1,0.30037987,1,1,1,1,1
hw1_design_(1612)_v1,1,0.30288884,1,1,1,1,1
hw1_design_(1612),1,0.30288884,1,1,1,1,1
hw1_design_(2279),1,0.3036078,1,1,1,1,1
hw1_design_(2279)_v1,1,0.3036078,1,1,1,1,1
hw1_design_(301),1,0.30457765,1,1,1,1,1
hw1_design_(301),1,0.30457765,1,1,1,1,1
hw1_design_(2917)_v1,1,0.30663937,1,1,1,1,1
hw1_design_(2917),1,0.30663937,1,1,1,1,1
hw1_design_(1606),1,0.30746882999999997,1,1,1,1,1
hw1_design_(1606)_v1,1,0.30746882999999997,1,1,1,1,1
hw1_design_(2350)_v1,1,0.31292270000000005,1,1,1,1,1
hw1_design_(2350),1,0.31292270000000005,1,1,1,1,1
hw1_design_(2147),1,0.31373093,1,1,1,1,1
hw1_design_(2147)_v1,1,0.31373093,1,1,1,1,1
hw1_design_(2899),1,0.31707892,1,1,1,1,1
hw1_design_(2899)_v1,1,0.31707892,1,1,1,1,1
hw1_design_(2374)_v1,1,0.32301116,1,1,1,1,1
hw1_design_(2374),1,0.32301116,1,1,1,1,1
hw1_design_(1600),1,0.32301152000000005,1,1,1,1,1
hw1_design_(1600)_v1,1,0.32301152000000005,1,1,1,1,1
hw1_design_(1712)_v1,1,0.32307705,1,1,1,1,1
hw1_design_(1712),1,0.32307705,1,1,1,1,1
hw1_design_(2173),1,0.3252839,1,1,1,1,1
hw1_design_(2173)_v1,1,0.3252839,1,1,1,1,1
hw1_design_(2153)_v1,1,0.32683653,1,1,1,1,1
hw1_design_(2153),1,0.32683653,1,1,1,1,1
hw1_design_(2056),1,0.3301765300000001,1,1,1,1,1
hw1_design_(2056)_v1,1,0.3301765300000001,1,1,1,1,1
hw1_design_(2921)_v1,1,0.3362859999999999,1,1,1,1,1
hw1_design_(2921),1,0.3362859999999999,1,1,1,1,1
hw1_design_(2348)_v1,1,0.33659124000000007,1,1,1,1,1
hw1_design_(2348),1,0.33659124000000007,1,1,1,1,1
hw1_design_(2127)_v1,1,0.33878701999999994,1,1,1,1,1
hw1_design_(2127),1,0.33878701999999994,1,1,1,1,1
hw1_design_(2103),1,0.33917198000000004,1,1,1,1,1
hw1_design_(2103)_v1,1,0.33917198000000004,1,1,1,1,1
hw1_design_(2213)_v1,1,0.34051229999999993,1,1,1,1,1
hw1_design_(2213),1,0.34051229999999993,1,1,1,1,1
hw1_design_(1840)_v1,1,0.34329188,1,1,1,1,1
hw1_design_(1840),1,0.34329188,1,1,1,1,1
hw1_design_(2386),1,0.34419930000000004,1,1,1,1,1
hw1_design_(2386)_v1,1,0.34419930000000004,1,1,1,1,1
hw1_design_(1659),1,0.34567097,1,1,1,1,1
hw1_design_(1659)_v1,1,0.34567097,1,1,1,1,1
hw1_design_(1998),1,0.34976298,1,1,1,1,1
hw1_design_(1998)_v1,1,0.34976298,1,1,1,1,1
hw1_design_(2378),1,0.35464603,1,1,1,1,1
hw1_design_(2378)_v1,1,0.35464603,1,1,1,1,1
hw1_design_(1803)_v1,1,0.35479095999999993,1,1,1,1,1
hw1_design_(1803),1,0.35479095999999993,1,1,1,1,1
hw1_design_(2231),1,0.35774611999999995,1,1,1,1,1
hw1_design_(2231)_v1,1,0.35774611999999995,1,1,1,1,1
hw1_design_(2903)_v1,1,0.36524305000000007,1,1,1,1,1
hw1_design_(2903),1,0.36524305000000007,1,1,1,1,1
hw1_design_(2536)_v1,1,0.36956558000000006,1,1,1,1,1
hw1_design_(2536),1,0.36956558000000006,1,1,1,1,1
hw1_design_(2065)_v1,1,0.37625194,1,1,1,1,1
hw1_design_(2065),1,0.37625194,1,1,1,1,1
hw1_design_(2179),1,0.38263,1,1,1,1,1
hw1_design_(2179)_v1,1,0.38263,1,1,1,1,1
hw1_design_(2122)_v1,1,0.38514770000000004,1,1,1,1,1
hw1_design_(2122),1,0.38514770000000004,1,1,1,1,1
hw1_design_(2322),1,0.3908560300000001,1,1,1,1,1
hw1_design_(2322)_v1,1,0.3908560300000001,1,1,1,1,1
hw1_design_(2066),1,0.39407483000000004,1,1,1,1,1
hw1_design_(2066)_v1,1,0.39407483000000004,1,1,1,1,1
hw1_design_(2174),1,0.3961568999999999,1,1,1,1,1
hw1_design_(2174)_v1,1,0.3961568999999999,1,1,1,1,1
hw1_design_(2125)_v1,1,0.40085095000000004,1,1,1,1,1
hw1_design_(2125),1,0.40085095000000004,1,1,1,1,1
hw1_design_(1817)_v1,1,0.4014408,1,1,1,1,1
hw1_design_(1817),1,0.4014408,1,1,1,1,1
hw1_design_(2106),1,0.4053174300000001,1,1,1,1,1
hw1_design_(2106)_v1,1,0.4053174300000001,1,1,1,1,1
hw1_design_(2193)_v1,1,0.4118868400000001,1,1,1,1,1
hw1_design_(2193),1,0.4118868400000001,1,1,1,1,1
hw1_design_(1398),1,0.41320705,1,1,1,1,1
hw1_design_(1398)_v1,1,0.41320705,1,1,1,1,1
hw1_design_(2376)_v1,1,0.41355407,1,1,1,1,1
hw1_design_(2376),1,0.41355407,1,1,1,1,1
hw1_design_(296),1,0.41694660000000006,1,1,1,1,1
hw1_design_(296),1,0.41694660000000006,1,1,1,1,1
hw1_design_(3975),1,0.42807144,1,1,1,1,1
hw1_design_(3975)_v1,1,0.42807144,1,1,1,1,1
